engine_name,mode,stance,bullet,total_inaccuracy
p90,primary,stand,19,19.9048297
p90,primary,stand,20,19.90558918
p90,primary,stand,21,19.90608167
p90,primary,stand,22,19.90640102
p90,primary,stand,23,19.90660811
p90,primary,stand,24,19.90674239
p90,primary,stand,25,19.90682947
p90,primary,stand,26,19.90688593
p90,primary,stand,27,19.90692255
p90,primary,stand,28,19.90694629
p90,primary,stand,29,19.90696169
p90,primary,stand,30,19.90697167
p90,primary,stand,31,19.90697167
p90,primary,stand,32,19.90697167
p90,primary,stand,33,19.90697167
p90,primary,stand,34,19.90697167
p90,primary,stand,35,19.90697167
p90,primary,stand,36,19.90697167
p90,primary,stand,37,19.90697167
p90,primary,stand,38,19.90697167
p90,primary,stand,39,19.90697167
p90,primary,stand,40,19.90697167
p90,primary,stand,41,19.90697167
p90,primary,stand,42,19.90697167
p90,primary,stand,43,19.90697167
p90,primary,stand,44,19.90697167
p90,primary,stand,45,19.90697167
p90,primary,stand,46,19.90697167
p90,primary,stand,47,19.90697167
p90,primary,stand,48,19.90697167
p90,primary,stand,49,19.90697167
p90,primary,stand,50,19.90697167
p90,primary,crouch,1,11.24
p90,primary,crouch,2,12.79407903
p90,primary,crouch,3,13.64150416
p90,primary,crouch,4,14.10359736
p90,primary,crouch,5,14.35557257
p90,primary,crouch,6,14.49297236
p90,primary,crouch,7,14.56789521
p90,primary,crouch,8,14.60874996
p90,primary,crouch,9,14.63102768
p90,primary,crouch,10,14.64317552
p90,primary,crouch,11,14.64979962
p90,primary,crouch,12,14.65341169
p90,primary,crouch,13,14.65538131
p90,primary,crouch,14,14.65645533
p90,primary,crouch,15,14.65704098
p90,primary,crouch,16,14.65736033
p90,primary,crouch,17,14.65753447
p90,primary,crouch,18,14.65762943
p90,primary,crouch,19,14.65768121
p90,primary,crouch,20,14.65770944
p90,primary,crouch,21,14.65772484
p90,primary,crouch,22,14.65773324
p90,primary,crouch,23,14.65773781
p90,primary,crouch,24,14.65774031
p90,primary,crouch,25,14.65774167
p90,primary,crouch,26,14.65774241
p90,primary,crouch,27,14.65774282
p90,primary,crouch,28,14.65774304
p90,primary,crouch,29,14.65774316
p90,primary,crouch,30,14.65774322
p90,primary,crouch,31,14.65774322
p90,primary,crouch,32,14.65774322
p90,primary,crouch,33,14.65774322
p90,primary,crouch,34,14.65774322
p90,primary,crouch,35,14.65774322
p90,primary,crouch,36,14.65774322
p90,primary,crouch,37,14.65774322
p90,primary,crouch,38,14.65774322
p90,primary,crouch,39,14.65774322
p90,primary,crouch,40,14.65774322
p90,primary,crouch,41,14.65774322
p90,primary,crouch,42,14.65774322
p90,primary,crouch,43,14.65774322
p90,primary,crouch,44,14.65774322
p90,primary,crouch,45,14.65774322
p90,primary,crouch,46,14.65774322
p90,primary,crouch,47,14.65774322
p90,primary,crouch,48,14.65774322
p90,primary,crouch,49,14.65774322
p90,primary,crouch,50,14.65774322
ump45,primary,stand,1,14.43
ump45,primary,stand,2,16.32181257
ump45,primary,stand,3,17.36829057
ump45,primary,stand,4,17.94716199
ump45,primary,stand,5,18.26737141
ump45,primary,stand,6,18.44449896
ump45,primary,stand,7,18.54247911
ump45,primary,stand,8,18.59667796
ump45,primary,stand,9,18.62665869
ump45,primary,stand,10,18.64324287
ump45,primary,stand,11,18.6524166
ump45,primary,stand,12,18.65749116
ump45,primary,stand,13,18.66029821
ump45,primary,stand,14,18.66185096
ump45,primary,stand,15,18.66270989
ump45,primary,stand,16,18.66318501
ump45,primary,stand,17,18.66344783
ump45,primary,stand,18,18.66359321
ump45,primary,stand,19,18.66367363
ump45,primary,stand,20,18.66371811
ump45,primary,stand,21,18.66374272
ump45,primary,stand,22,18.66375633
ump45,primary,stand,23,18.66376386
ump45,primary,stand,24,18.66376803
ump45,primary,stand,25,18.66377033
ump45,primary,crouch,1,11.07
ump45,primary,crouch,2,12.5628594
ump45,primary,crouch,3,13.21450535
ump45,primary,crouch,4,13.49895442
ump45,primary,crouch,5,13.62311888
ump45,primary,crouch,6,13.67731773
ump45,primary,crouch,7,13.700976
ump45,primary,crouch,8,13.71130303
ump45,primary,crouch,9,13.71581087
ump45,primary,crouch,10,13.71777858
ump45,primary,crouch,11,13.71863751
ump45,primary,crouch,12,13.71901243
ump45,primary,crouch,13,13.71917609
ump45,primary,crouch,14,13.71924753
ump45,primary,crouch,15,13.71927871
ump45,primary,crouch,16,13.71929233
ump45,primary,crouch,17,13.71929827
ump45,primary,crouch,18,13.71930086
ump45,primary,crouch,19,13.71930199
ump45,primary,crouch,20,13.71930249
ump45,primary,crouch,21,13.7193027
ump45,primary,crouch,22,13.7193028
ump45,primary,crouch,23,13.71930284
ump45,primary,crouch,24,13.71930286
ump45,primary,crouch,25,13.71930286
ak47,primary,stand,1,7.01
ak47,primary,stand,2,11.18210733
ak47,primary,stand,3,13.41370727
ak47,primary,stand,4,15.15433857
ak47,primary,stand,5,16.67529699
ak47,primary,stand,6,18.09019788
ak47,primary,stand,7,18.9878283
ak47,primary,stand,8,19.55729601
ak47,primary,stand,9,19.91857329
ak47,primary,stand,10,20.147772
ak47,primary,stand,11,20.29317847
ak47,primary,stand,12,20.38542611
ak47,primary,stand,13,20.44394915
ak47,primary,stand,14,20.48107687
ak47,primary,stand,15,20.50463115
ak47,primary,stand,16,20.51957428
ak47,primary,stand,17,20.52905438
ak47,primary,stand,18,20.53506867
ak47,primary,stand,19,20.53888421
ak47,primary,stand,20,20.54130484
ak47,primary,stand,21,20.54284051
ak47,primary,stand,22,20.54381476
ak47,primary,stand,23,20.54443284
ak47,primary,stand,24,20.54482496
ak47,primary,stand,25,20.54507372
ak47,primary,stand,26,20.54523154
ak47,primary,stand,27,20.54533166
ak47,primary,stand,28,20.54539518
ak47,primary,stand,29,20.54543547
ak47,primary,stand,30,20.54546104
ak47,primary,crouch,1,5.41
ak47,primary,crouch,2,9.078612044
ak47,primary,crouch,3,10.80408824
ak47,primary,crouch,4,12.15816456
ak47,primary,crouch,5,13.36671461
ak47,primary,crouch,6,14.51366223
ak47,primary,crouch,7,15.17632726
ak47,primary,crouch,8,15.55919125
ak47,primary,crouch,9,15.78039627
ak47,primary,crouch,10,15.90820057
ak47,primary,crouch,11,15.98204129
ak47,primary,crouch,12,16.0247038
ak47,primary,crouch,13,16.04935266
ak47,primary,crouch,14,16.06359388
ak47,primary,crouch,15,16.07182195
ak47,primary,crouch,16,16.07657583
ak47,primary,crouch,17,16.07932245
ak47,primary,crouch,18,16.08090935
ak47,primary,crouch,19,16.0818262
ak47,primary,crouch,20,16.08235593
ak47,primary,crouch,21,16.08266198
ak47,primary,crouch,22,16.08283881
ak47,primary,crouch,23,16.08294098
ak47,primary,crouch,24,16.083
ak47,primary,crouch,25,16.08303411
ak47,primary,crouch,26,16.08305381
ak47,primary,crouch,27,16.0830652
ak47,primary,crouch,28,16.08307177
ak47,primary,crouch,29,16.08307557
ak47,primary,crouch,30,16.08307777
aug,primary,stand,1,5.4
aug,primary,stand,2,9.666007824
aug,primary,stand,3,12.16241698
aug,primary,stand,4,13.62328131
aug,primary,stand,5,14.47815905
aug,primary,stand,6,14.97842175
aug,primary,stand,7,15.27116861
aug,primary,stand,8,15.44248005
aug,primary,stand,9,15.54272915
aug,primary,stand,10,15.60139354
aug,primary,stand,11,15.63572314
aug,primary,stand,12,15.65581235
aug,primary,stand,13,15.66756828
aug,primary,stand,14,15.67444769
aug,primary,stand,15,15.67847342
aug,primary,stand,16,15.68082923
aug,primary,stand,17,15.68220781
aug,primary,stand,18,15.68301454
aug,primary,stand,19,15.68348663
aug,primary,stand,20,15.68376289
aug,primary,stand,21,15.68392455
aug,primary,stand,22,15.68401915
aug,primary,stand,23,15.68407451
aug,primary,stand,24,15.68410691
aug,primary,stand,25,15.68412587
aug,primary,stand,26,15.68413696
aug,primary,stand,27,15.68414345
aug,primary,stand,28,15.68414725
aug,primary,stand,29,15.68414948
aug,primary,stand,30,15.68415078
aug,scoped,stand,1,3.98
aug,scoped,stand,2,8.246007823735825
aug,scoped,stand,3,10.742416980412818
aug,scoped,stand,4,12.203281314244068
aug,scoped,stand,5,13.05815904778875
aug,scoped,stand,6,13.558421750071215
aug,scoped,stand,7,13.85116860903695
aug,scoped,stand,8,14.022480048093454
aug,scoped,stand,9,14.122729148136047
aug,scoped,stand,10,14.181393543897936
aug,scoped,stand,11,14.21572314215513
aug,scoped,stand,12,14.235812351311633
aug,scoped,stand,13,14.24756828045214
aug,scoped,stand,14,14.25444768863989
aug,scoped,stand,15,14.258473423777286
aug,scoped,stand,16,14.260829228659647
aug,scoped,stand,17,14.262207813304277
aug,scoped,stand,18,14.263014542094355
aug,scoped,stand,19,14.263486628696565
aug,scoped,stand,20,14.263762887288951
aug,scoped,stand,21,14.263924550020981
aug,scoped,stand,22,14.26401915283026
aug,scoped,stand,23,14.264074513094258
aug,scoped,stand,24,14.26410690916001
aug,scoped,stand,25,14.264125866892513
aug,scoped,stand,26,14.264136960697066
aug,scoped,stand,27,14.264143452639043
aug,scoped,stand,28,14.264147251634279
aug,scoped,stand,29,14.264149474754086
aug,scoped,stand,30,14.264150775693249
aug,primary,crouch,1,4.18
aug,primary,crouch,2,7.610968367
aug,primary,crouch,3,9.225720622
aug,primary,crouch,4,9.985688236
aug,primary,crouch,5,10.34335968
aug,primary,crouch,6,10.51169431
aug,primary,crouch,7,10.59091938
aug,primary,crouch,8,10.6282059
aug,primary,crouch,9,10.64575444
aug,primary,crouch,10,10.65401349
aug,primary,crouch,11,10.65790053
aug,primary,crouch,12,10.65972993
aug,primary,crouch,13,10.66059092
aug,primary,crouch,14,10.66099614
aug,primary,crouch,15,10.66118685
aug,primary,crouch,16,10.66127661
aug,primary,crouch,17,10.66131885
aug,primary,crouch,18,10.66133873
aug,primary,crouch,19,10.66134809
aug,primary,crouch,20,10.66135249
aug,primary,crouch,21,10.66135456
aug,primary,crouch,22,10.66135554
aug,primary,crouch,23,10.661356
aug,primary,crouch,24,10.66135621
aug,primary,crouch,25,10.66135632
aug,primary,crouch,26,10.66135636
aug,primary,crouch,27,10.66135639
aug,primary,crouch,28,10.6613564
aug,primary,crouch,29,10.6613564
aug,primary,crouch,30,10.6613564
aug,scoped,crouch,1,3.4099999999999997
aug,scoped,crouch,2,6.840968367200251
aug,scoped,crouch,3,8.455720621895553
aug,scoped,crouch,4,9.215688235986756
aug,scoped,crouch,5,9.573359682357614
aug,scoped,crouch,6,9.741694307645567
aug,scoped,crouch,7,9.820919379588979
aug,scoped,crouch,8,9.858205897521353
aug,scoped,crouch,9,9.87575443847458
aug,scoped,crouch,10,9.88401349045003
aug,scoped,crouch,11,9.887900533806798
aug,scoped,crouch,12,9.889729933367704
aug,scoped,crouch,13,9.890590922671468
aug,scoped,crouch,14,9.890996139004212
aug,scoped,crouch,15,9.891186850172872
aug,scoped,crouch,16,9.891276606549681
aug,scoped,crouch,17,9.891318849524932
aug,scoped,crouch,18,9.89133873077484
aug,scoped,crouch,19,9.891348087693844
aug,scoped,crouch,20,9.891352491437756
aug,scoped,crouch,21,9.891354564017462
aug,scoped,crouch,22,9.89135553945716
aug,scoped,crouch,23,9.891355998538472
aug,scoped,crouch,24,9.891356214600673
aug,scoped,crouch,25,9.89135631628827
aug,scoped,crouch,26,9.89135636414656
aug,scoped,crouch,27,9.891356386670603
aug,scoped,crouch,28,9.891356397271329
aug,scoped,crouch,29,9.891356402260458
aug,scoped,crouch,30,9.891356404608544
famas,primary,stand,1,8.19
famas,primary,stand,2,10.83092079
famas,primary,stand,3,11.98372452
famas,primary,stand,4,13.47639306
famas,primary,stand,5,15.08405741
famas,primary,stand,6,16.74205392
famas,primary,stand,7,17.83748135
famas,primary,stand,8,18.56122308
famas,primary,stand,9,19.0393945
famas,primary,stand,10,19.35531922
famas,primary,stand,11,19.56404861
famas,primary,stand,12,19.70195476
famas,primary,stand,13,19.79306844
famas,primary,stand,14,19.85326666
famas,primary,stand,15,19.89303922
famas,primary,stand,16,19.9193167
famas,primary,stand,17,19.93667805
famas,primary,stand,18,19.94814859
famas,primary,stand,19,19.95572709
famas,primary,stand,20,19.96073416
famas,primary,stand,21,19.9640423
famas,primary,stand,22,19.96622796
famas,primary,stand,23,19.96767202
famas,primary,stand,24,19.9686261
famas,primary,stand,25,19.96925645
famas,primary,crouch,1,6.1
famas,primary,crouch,2,7.175859043
famas,primary,crouch,3,7.367176842
famas,primary,crouch,4,9.185627889
famas,primary,crouch,5,11.23734109
famas,primary,crouch,6,13.36485381
famas,primary,crouch,7,14.74642149
famas,primary,crouch,8,15.64358617
famas,primary,crouch,9,16.22618843
famas,primary,crouch,10,16.60451963
famas,primary,crouch,11,16.85020097
famas,primary,crouch,12,17.00974192
famas,primary,crouch,13,17.11334488
famas,primary,crouch,14,17.18062274
famas,primary,crouch,15,17.22431174
famas,primary,crouch,16,17.25268258
famas,primary,crouch,17,17.27110608
famas,primary,crouch,18,17.28306996
famas,primary,crouch,19,17.29083909
famas,primary,crouch,20,17.29588422
famas,primary,crouch,21,17.29916043
famas,primary,crouch,22,17.30128794
famas,primary,crouch,23,17.30266951
famas,primary,crouch,24,17.30356668
famas,primary,crouch,25,17.30414928
galilar,primary,stand,1,9.37
galilar,primary,stand,2,12.87831064
galilar,primary,stand,3,14.63663114
galilar,primary,stand,4,16.34060961
galilar,primary,stand,5,18.03010284
galilar,primary,stand,6,19.71652734
galilar,primary,stand,7,20.83073696
galilar,primary,stand,8,21.56688795
galilar,primary,stand,9,22.05325809
galilar,primary,stand,10,22.37459966
galilar,primary,stand,11,22.58690792
galilar,primary,stand,12,22.7271786
galilar,primary,stand,13,22.81985452
galilar,primary,stand,14,22.8810849
galilar,primary,stand,15,22.9215394
galilar,primary,stand,16,22.94826743
galilar,primary,stand,17,22.96592646
galilar,primary,stand,18,22.97759367
galilar,primary,stand,19,22.98530212
galilar,primary,stand,20,22.99039504
galilar,primary,stand,21,22.9937599
galilar,primary,stand,22,22.99598304
galilar,primary,stand,23,22.99745185
galilar,primary,stand,24,22.99842229
galilar,primary,stand,25,22.99906345
galilar,primary,stand,26,22.99948706
galilar,primary,stand,27,22.99976694
galilar,primary,stand,28,22.99995185
galilar,primary,stand,29,23.00007402
galilar,primary,stand,30,23.00015474
galilar,primary,stand,31,23.00015474
galilar,primary,stand,32,23.00015474
galilar,primary,stand,33,23.00015474
galilar,primary,stand,34,23.00015474
galilar,primary,stand,35,23.00015474
galilar,primary,crouch,1,7.18
galilar,primary,crouch,2,8.938320502
galilar,primary,crouch,3,9.379990643
galilar,primary,crouch,4,11.28334502
galilar,primary,crouch,5,13.45693184
galilar,primary,crouch,6,15.72295983
galilar,primary,crouch,7,17.18102154
galilar,primary,crouch,8,18.11920235
galilar,primary,crouch,9,18.722869
galilar,primary,crouch,10,19.11129458
galilar,primary,crouch,11,19.36122462
galilar,primary,crouch,12,19.52204057
galilar,primary,crouch,13,19.62551659
galilar,primary,crouch,14,19.6920976
galilar,primary,crouch,15,19.73493874
galilar,primary,crouch,16,19.76250461
galilar,primary,crouch,17,19.78024169
galilar,primary,crouch,18,19.79165451
galilar,primary,crouch,19,19.79899802
galilar,primary,crouch,20,19.80372315
galilar,primary,crouch,21,19.80676351
galilar,primary,crouch,22,19.80871981
galilar,primary,crouch,23,19.80997858
galilar,primary,crouch,24,19.81078853
galilar,primary,crouch,25,19.81130969
galilar,primary,crouch,26,19.81164502
galilar,primary,crouch,27,19.81186079
galilar,primary,crouch,28,19.81199962
galilar,primary,crouch,29,19.81208896
galilar,primary,crouch,30,19.81214644
galilar,primary,crouch,31,19.81214644
galilar,primary,crouch,32,19.81214644
galilar,primary,crouch,33,19.81214644
galilar,primary,crouch,34,19.81214644
galilar,primary,crouch,35,19.81214644
m4a1,primary,stand,1,5.5
m4a1,primary,stand,2,9.29808868
m4a1,primary,stand,3,11.3588712
m4a1,primary,stand,4,12.96747182
m4a1,primary,stand,5,14.37087246
m4a1,primary,stand,6,15.67386542
m4a1,primary,stand,7,16.50913614
m4a1,primary,stand,8,17.04457815
m4a1,primary,stand,9,17.38781794
m4a1,primary,stand,10,17.6078484
m4a1,primary,stand,11,17.74889675
m4a1,primary,stand,12,17.83931439
m4a1,primary,stand,13,17.89727573
m4a1,primary,stand,14,17.93443127
m4a1,primary,stand,15,17.95824946
m4a1,primary,stand,16,17.97351787
m4a1,primary,stand,17,17.98330554
m4a1,primary,stand,18,17.98957982
m4a1,primary,stand,19,17.99360189
m4a1,primary,stand,20,17.9961802
m4a1,primary,stand,21,17.997833
m4a1,primary,stand,22,17.99889251
m4a1,primary,stand,23,17.9995717
m4a1,primary,stand,24,18.00000708
m4a1,primary,stand,25,18.00028618
m4a1,primary,stand,26,18.0004651
m4a1,primary,stand,27,18.00057979
m4a1,primary,stand,28,18.00065331
m4a1,primary,stand,29,18.00070044
m4a1,primary,stand,30,18.00073065
m4a1,primary,crouch,1,4.7
m4a1,primary,crouch,2,7.674067548
m4a1,primary,crouch,3,8.937650088
m4a1,primary,crouch,4,9.950899924
m4a1,primary,crouch,5,10.87689971
m4a1,primary,crouch,6,11.77053112
m4a1,primary,crouch,7,12.25004062
m4a1,primary,crouch,8,12.50733839
m4a1,primary,crouch,9,12.6454006
m4a1,primary,crouch,10,12.71948276
m4a1,primary,crouch,11,12.75923416
m4a1,primary,crouch,12,12.78056417
m4a1,primary,crouch,13,12.79200955
m4a1,primary,crouch,14,12.79815097
m4a1,primary,crouch,15,12.80144636
m4a1,primary,crouch,16,12.80321462
m4a1,primary,crouch,17,12.80416345
m4a1,primary,crouch,18,12.80467257
m4a1,primary,crouch,19,12.80494576
m4a1,primary,crouch,20,12.80509235
m4a1,primary,crouch,21,12.80517101
m4a1,primary,crouch,22,12.80521321
m4a1,primary,crouch,23,12.80523586
m4a1,primary,crouch,24,12.80524801
m4a1,primary,crouch,25,12.80525453
m4a1,primary,crouch,26,12.80525803
m4a1,primary,crouch,27,12.80525991
m4a1,primary,crouch,28,12.80526092
m4a1,primary,crouch,29,12.80526146
m4a1,primary,crouch,30,12.80526175
m4a1_silencer,primary,stand,1,5.4
m4a1_silencer,primary,stand,2,8.948635891
m4a1_silencer,primary,stand,3,10.7476097
m4a1_silencer,primary,stand,4,12.15037916
m4a1_silencer,primary,stand,5,13.38519343
m4a1_silencer,primary,stand,6,14.54303408
m4a1_silencer,primary,stand,7,15.24947651
m4a1_silencer,primary,stand,8,15.6805038
m4a1_silencer,primary,stand,9,15.94348987
m4a1_silencer,primary,stand,10,16.10394763
m4a1_silencer,primary,stand,11,16.20184899
m4a1_silencer,primary,stand,12,16.26158232
m4a1_silencer,primary,stand,13,16.29802789
m4a1_silencer,primary,stand,14,16.32026471
m4a1_silencer,primary,stand,15,16.33383223
m4a1_silencer,primary,stand,16,16.34211029
m4a1_silencer,primary,stand,17,16.34716105
m4a1_silencer,primary,stand,18,16.35024271
m4a1_silencer,primary,stand,19,16.35212295
m4a1_silencer,primary,stand,20,16.35327015
m4a1_silencer,primary,crouch,1,4.6
m4a1_silencer,primary,crouch,2,7.304242179
m4a1_silencer,primary,crouch,3,8.348945859
m4a1_silencer,primary,crouch,4,9.215389524
m4a1_silencer,primary,crouch,5,10.02740432
m4a1_silencer,primary,crouch,6,10.82270327
m4a1_silencer,primary,crouch,7,11.22092877
m4a1_silencer,primary,crouch,8,11.42032996
m4a1_silencer,primary,crouch,9,11.52017498
m4a1_silencer,primary,crouch,10,11.5701698
m4a1_silencer,primary,crouch,11,11.59520343
m4a1_silencer,primary,crouch,12,11.60773837
m4a1_silencer,primary,crouch,13,11.61401492
m4a1_silencer,primary,crouch,14,11.61715774
m4a1_silencer,primary,crouch,15,11.61873143
m4a1_silencer,primary,crouch,16,11.61951941
m4a1_silencer,primary,crouch,17,11.61991398
m4a1_silencer,primary,crouch,18,11.62011154
m4a1_silencer,primary,crouch,19,11.62021047
m4a1_silencer,primary,crouch,20,11.62026
sg556,primary,stand,1,6.41
sg556,primary,stand,2,10.95444025
sg556,primary,stand,3,13.5521682
sg556,primary,stand,4,15.03710146
sg556,primary,stand,5,15.88593046
sg556,primary,stand,6,16.37114463
sg556,primary,stand,7,16.64850649
sg556,primary,stand,8,16.80705421
sg556,primary,stand,9,16.89768448
sg556,primary,stand,10,16.94949126
sg556,primary,stand,11,16.97910544
sg556,primary,stand,12,16.99603373
sg556,primary,stand,13,17.00571041
sg556,primary,stand,14,17.01124187
sg556,primary,stand,15,17.01440381
sg556,primary,stand,16,17.01621126
sg556,primary,stand,17,17.01724444
sg556,primary,stand,18,17.01783504
sg556,primary,stand,19,17.01817265
sg556,primary,stand,20,17.01836563
sg556,primary,stand,21,17.01847594
sg556,primary,stand,22,17.018539
sg556,primary,stand,23,17.01857505
sg556,primary,stand,24,17.01859565
sg556,primary,stand,25,17.01860743
sg556,primary,stand,26,17.01861416
sg556,primary,stand,27,17.01861801
sg556,primary,stand,28,17.01862021
sg556,primary,stand,29,17.01862147
sg556,primary,stand,30,17.01862219
sg556,scoped,stand,1,4.11
sg556,scoped,stand,2,9.368974881075829
sg556,scoped,stand,3,12.37515062018306
sg556,scoped,stand,4,14.093563957146593
sg556,scoped,stand,5,15.075856628276693
sg556,scoped,stand,6,15.637362332987355
sg556,scoped,stand,7,15.958334550014978
sg556,scoped,stand,8,16.141811161631445
sg556,scoped,stand,9,16.24669147595274
sg556,scoped,stand,10,16.306643969271764
sg556,scoped,stand,11,16.340914475404656
sg556,scoped,stand,12,16.36050444615625
sg556,scoped,stand,13,16.37170261616751
sg556,scoped,stand,14,16.378103800385254
sg556,scoped,stand,15,16.3817628946255
sg556,scoped,stand,16,16.383854534266472
sg556,scoped,stand,17,16.385050173433008
sg556,scoped,stand,18,16.385733633905144
sg556,scoped,stand,19,16.386124318845923
sg556,scoped,stand,20,16.38634764518179
sg556,scoped,stand,21,16.386475304702508
sg556,scoped,stand,22,16.38654827842129
sg556,scoped,stand,23,16.386589992220642
sg556,scoped,stand,24,16.38661383698401
sg556,scoped,stand,25,16.38662746731136
sg556,scoped,stand,26,16.386635258784093
sg556,scoped,stand,27,16.386639712605767
sg556,scoped,stand,28,16.386642258533627
sg556,scoped,stand,29,16.38664371385652
sg556,scoped,stand,30,16.38664454575941
sg556,primary,crouch,1,4.41
sg556,primary,crouch,2,8.486484547
sg556,primary,crouch,3,10.57676458
sg556,primary,crouch,4,11.64858776
sg556,primary,crouch,5,12.19818155
sg556,primary,crouch,6,12.4799942
sg556,primary,crouch,7,12.62449796
sg556,primary,crouch,8,12.69859449
sg556,primary,crouch,9,12.73658862
sg556,primary,crouch,10,12.75607069
sg556,primary,crouch,11,12.76606042
sg556,primary,crouch,12,12.77118281
sg556,primary,crouch,13,12.77380939
sg556,primary,crouch,14,12.77515621
sg556,primary,crouch,15,12.77584682
sg556,primary,crouch,16,12.77620093
sg556,primary,crouch,17,12.77638251
sg556,primary,crouch,18,12.77647562
sg556,primary,crouch,19,12.77652336
sg556,primary,crouch,20,12.77654784
sg556,primary,crouch,21,12.7765604
sg556,primary,crouch,22,12.77656683
sg556,primary,crouch,23,12.77657013
sg556,primary,crouch,24,12.77657183
sg556,primary,crouch,25,12.77657269
sg556,primary,crouch,26,12.77657314
sg556,primary,crouch,27,12.77657337
sg556,primary,crouch,28,12.77657348
sg556,primary,crouch,29,12.77657354
sg556,primary,crouch,30,12.77657357
sg556,scoped,crouch,1,3.3499999999999996
sg556,scoped,crouch,2,8.067441237077533
sg556,scoped,crouch,3,10.486381652868797
sg556,scoped,crouch,4,11.726730486291315
sg556,scoped,crouch,5,12.362738392285706
sg556,scoped,crouch,6,12.688861209986282
sg556,scoped,crouch,7,12.856085691352868
sg556,scoped,crouch,8,12.941832611379786
sg556,scoped,crouch,9,12.985800660997977
sg556,scoped,crouch,10,13.008345953430883
sg556,scoped,crouch,11,13.019906398237946
sg556,scoped,crouch,12,13.025834193787052
sg556,scoped,crouch,13,13.028873761957522
sg556,scoped,crouch,14,13.030432347199945
sg556,scoped,crouch,15,13.031231535710173
sg556,scoped,crouch,16,13.031641331887819
sg556,scoped,crouch,17,13.03185146116904
sg556,scoped,crouch,18,13.031959208183862
sg556,scoped,crouch,19,13.032014457119827
sg556,scoped,crouch,20,13.032042786859916
sg556,scoped,crouch,21,13.032057313369062
sg556,scoped,crouch,22,13.032064762059635
sg556,scoped,crouch,23,13.032068581490078
sg556,scoped,crouch,24,13.032070539961673
sg556,scoped,crouch,25,13.03207154419805
sg556,scoped,crouch,26,13.032072059135668
sg556,scoped,crouch,27,13.032072323177836
sg556,scoped,crouch,28,13.032072458569514
sg556,scoped,crouch,29,13.032072527993675
sg556,scoped,crouch,30,13.032072563591978
m249,primary,stand,1,9.7
m249,primary,stand,2,12.55062543
m249,primary,stand,3,14.83322807
m249,primary,stand,4,16.66099355
m249,primary,stand,5,18.12455388
m249,primary,stand,6,19.29648149
m249,primary,stand,7,20.23488786
m249,primary,stand,8,20.986305
m249,primary,stand,9,21.58799288
m249,primary,stand,10,22.06978691
m249,primary,stand,11,22.45557746
m249,primary,stand,12,22.7644944
m249,primary,stand,13,23.01185578
m249,primary,stand,14,23.20992731
m249,primary,stand,15,23.3685306
m249,primary,stand,16,23.49553021
m249,primary,stand,17,23.59722355
m249,primary,stand,18,23.67865322
m249,primary,stand,19,23.74385701
m249,primary,stand,20,23.79606813
m249,primary,stand,21,23.83787553
m249,primary,stand,22,23.87135228
m249,primary,stand,23,23.89815837
m249,primary,stand,24,23.91962301
m249,primary,stand,25,23.93681055
m249,primary,stand,26,23.95057326
m249,primary,stand,27,23.96159358
m249,primary,stand,28,23.97041796
m249,primary,stand,29,23.97748397
m249,primary,stand,30,23.983142
m249,primary,stand,31,23.983142
m249,primary,stand,32,23.983142
m249,primary,stand,33,23.983142
m249,primary,stand,34,23.983142
m249,primary,stand,35,23.983142
m249,primary,stand,36,23.983142
m249,primary,stand,37,23.983142
m249,primary,stand,38,23.983142
m249,primary,stand,39,23.983142
m249,primary,stand,40,23.983142
m249,primary,stand,41,23.983142
m249,primary,stand,42,23.983142
m249,primary,stand,43,23.983142
m249,primary,stand,44,23.983142
m249,primary,stand,45,23.983142
m249,primary,stand,46,23.983142
m249,primary,stand,47,23.983142
m249,primary,stand,48,23.983142
m249,primary,stand,49,23.983142
m249,primary,stand,50,23.983142
m249,primary,stand,51,23.983142
m249,primary,stand,52,23.983142
m249,primary,stand,53,23.983142
m249,primary,stand,54,23.983142
m249,primary,stand,55,23.983142
m249,primary,stand,56,23.983142
m249,primary,stand,57,23.983142
m249,primary,stand,58,23.983142
m249,primary,stand,59,23.983142
m249,primary,stand,60,23.983142
m249,primary,stand,61,23.983142
m249,primary,stand,62,23.983142
m249,primary,stand,63,23.983142
m249,primary,stand,64,23.983142
m249,primary,stand,65,23.983142
m249,primary,stand,66,23.983142
m249,primary,stand,67,23.983142
m249,primary,stand,68,23.983142
m249,primary,stand,69,23.983142
m249,primary,stand,70,23.983142
m249,primary,stand,71,23.983142
m249,primary,stand,72,23.983142
m249,primary,stand,73,23.983142
m249,primary,stand,74,23.983142
m249,primary,stand,75,23.983142
m249,primary,stand,76,23.983142
m249,primary,stand,77,23.983142
m249,primary,stand,78,23.983142
m249,primary,stand,79,23.983142
m249,primary,stand,80,23.983142
m249,primary,stand,81,23.983142
m249,primary,stand,82,23.983142
m249,primary,stand,83,23.983142
m249,primary,stand,84,23.983142
m249,primary,stand,85,23.983142
m249,primary,stand,86,23.983142
m249,primary,stand,87,23.983142
m249,primary,stand,88,23.983142
m249,primary,stand,89,23.983142
m249,primary,stand,90,23.983142
m249,primary,stand,91,23.983142
m249,primary,stand,92,23.983142
m249,primary,stand,93,23.983142
m249,primary,stand,94,23.983142
m249,primary,stand,95,23.983142
m249,primary,stand,96,23.983142
m249,primary,stand,97,23.983142
